Id_Rssd,Region,N,asOfDate
1039502,Europe,175,2004-06-30
1039502,Central and South America,22,2004-06-30
1039502,East Asia,39,2004-06-30
1039502,Africa,8,2004-06-30
1039502,South Asia,7,2004-06-30
1039502,Northern America,2567,2004-09-30
1039502,Europe,174,2004-09-30
1039502,East Asia,40,2004-09-30
1039502,Southeast Asia and Oceania,64,2004-09-30
1039502,Central and South America,22,2004-09-30
1039502,Caribbean,69,2004-09-30
1039502,Africa,7,2004-09-30
1039502,South Asia,7,2004-09-30
1039502,Northern America,2558,2004-12-31
1039502,Europe,173,2004-12-31
1039502,Caribbean,68,2004-12-31
1039502,Southeast Asia and Oceania,63,2004-12-31
1039502,Africa,7,2004-12-31
1039502,East Asia,35,2004-12-31
1039502,Central and South America,20,2004-12-31
1039502,South Asia,6,2004-12-31
1039502,Northern America,2546,2005-03-31
1039502,Europe,216,2005-03-31
1039502,Africa,9,2005-03-31
1039502,East Asia,34,2005-03-31
1039502,Caribbean,64,2005-03-31
1039502,Southeast Asia and Oceania,62,2005-03-31
1039502,Central and South America,20,2005-03-31
1039502,South Asia,6,2005-03-31
1039502,Northern America,2558,2005-06-30
1039502,Europe,219,2005-06-30
1039502,Africa,10,2005-06-30
1039502,East Asia,35,2005-06-30
1039502,Caribbean,64,2005-06-30
1039502,Southeast Asia and Oceania,60,2005-06-30
1039502,Central and South America,23,2005-06-30
1039502,South Asia,6,2005-06-30
1039502,Northern America,2583,2005-09-30
1039502,Europe,218,2005-09-30
1039502,Africa,10,2005-09-30
1039502,East Asia,35,2005-09-30
1039502,Caribbean,62,2005-09-30
1039502,Southeast Asia and Oceania,61,2005-09-30
1039502,Central and South America,23,2005-09-30
1039502,South Asia,5,2005-09-30
1039502,Northern America,2588,2005-12-31
1039502,Europe,219,2005-12-31
1039502,Africa,10,2005-12-31
1039502,East Asia,30,2005-12-31
1039502,Caribbean,58,2005-12-31
1039502,Southeast Asia and Oceania,56,2005-12-31
1039502,Central and South America,24,2005-12-31
1039502,South Asia,5,2005-12-31
1039502,Northern America,2619,2006-03-31
1039502,Europe,221,2006-03-31
1039502,Africa,10,2006-03-31
1039502,East Asia,30,2006-03-31
1039502,Caribbean,58,2006-03-31
1039502,Southeast Asia and Oceania,56,2006-03-31
1039502,Central and South America,24,2006-03-31
1039502,South Asia,5,2006-03-31
1039502,Northern America,2601,2006-06-30
1039502,Europe,223,2006-06-30
1039502,Africa,10,2006-06-30
1039502,East Asia,30,2006-06-30
1039502,Caribbean,58,2006-06-30
1039502,Southeast Asia and Oceania,56,2006-06-30
1039502,Central and South America,24,2006-06-30
1039502,South Asia,5,2006-06-30
1039502,Northern America,2603,2006-09-30
1039502,Europe,222,2006-09-30
1039502,Africa,12,2006-09-30
1039502,Caribbean,57,2006-09-30
1039502,East Asia,30,2006-09-30
1039502,Southeast Asia and Oceania,56,2006-09-30
1039502,Central and South America,25,2006-09-30
1039502,South Asia,6,2006-09-30
1039502,Northern America,2586,2006-12-31
1039502,Europe,225,2006-12-31
1039502,Africa,14,2006-12-31
1039502,Caribbean,54,2006-12-31
1039502,East Asia,30,2006-12-31
1039502,Central and South America,27,2006-12-31
1039502,Southeast Asia and Oceania,53,2006-12-31
1039502,South Asia,8,2006-12-31
1039502,Northern America,2534,2007-03-31
1039502,Europe,221,2007-03-31
1039502,Africa,18,2007-03-31
1039502,Southeast Asia and Oceania,52,2007-03-31
1039502,Central and South America,27,2007-03-31
1039502,East Asia,31,2007-03-31
1039502,South Asia,8,2007-03-31
1039502,Caribbean,53,2007-03-31
1039502,Northern America,2491,2007-06-30
1039502,Europe,227,2007-06-30
1039502,Africa,20,2007-06-30
1039502,Southeast Asia and Oceania,51,2007-06-30
1039502,Central and South America,27,2007-06-30
1039502,East Asia,34,2007-06-30
1039502,South Asia,8,2007-06-30
1039502,Caribbean,52,2007-06-30
1039502,Northern America,2502,2007-09-30
1039502,Europe,222,2007-09-30
1039502,Africa,20,2007-09-30
1039502,Caribbean,50,2007-09-30
1039502,Central and South America,39,2007-09-30
1039502,Southeast Asia and Oceania,50,2007-09-30
1039502,East Asia,34,2007-09-30
1039502,South Asia,8,2007-09-30
1039502,Northern America,2510,2007-12-31
1039502,Europe,224,2007-12-31
1039502,Africa,23,2007-12-31
1039502,Caribbean,51,2007-12-31
1039502,Central and South America,42,2007-12-31
1039502,Southeast Asia and Oceania,51,2007-12-31
1039502,East Asia,35,2007-12-31
1039502,South Asia,8,2007-12-31
1039502,Northern America,2512,2008-03-31
1039502,Europe,222,2008-03-31
1039502,Africa,25,2008-03-31
1039502,Caribbean,54,2008-03-31
1039502,Central and South America,42,2008-03-31
1039502,South Asia,8,2008-03-31
1039502,Southeast Asia and Oceania,49,2008-03-31
1039502,East Asia,36,2008-03-31
1039502,Northern America,3923,2008-06-30
1039502,Africa,30,2008-06-30
1039502,Caribbean,95,2008-06-30
1039502,Central and South America,45,2008-06-30
1039502,South Asia,10,2008-06-30
1039502,East Asia,56,2008-06-30
1039502,Europe,281,2008-06-30
1039502,Southeast Asia and Oceania,55,2008-06-30
1039502,Middle East,1,2008-06-30
1039502,Northern America,4028,2008-09-30
1039502,Europe,280,2008-09-30
1039502,Africa,32,2008-09-30
1039502,Caribbean,89,2008-09-30
1039502,Central and South America,46,2008-09-30
1039502,South Asia,10,2008-09-30
1039502,East Asia,50,2008-09-30
1039502,Southeast Asia and Oceania,55,2008-09-30
1039502,Middle East,1,2008-09-30
1039502,Northern America,3968,2008-12-31
1039502,Africa,32,2008-12-31
1039502,Caribbean,88,2008-12-31
1039502,Central and South America,46,2008-12-31
1039502,South Asia,11,2008-12-31
1039502,East Asia,48,2008-12-31
1039502,Europe,281,2008-12-31
1039502,Southeast Asia and Oceania,53,2008-12-31
1039502,Northern America,3920,2009-03-31
1039502,Africa,33,2009-03-31
1039502,Caribbean,83,2009-03-31
1039502,Central and South America,46,2009-03-31
1039502,South Asia,11,2009-03-31
1039502,Europe,281,2009-03-31
1039502,East Asia,45,2009-03-31
1039502,Southeast Asia and Oceania,51,2009-03-31
1039502,Middle East,1,2009-03-31
1039502,Northern America,3841,2009-06-30
1039502,Africa,34,2009-06-30
1039502,Caribbean,77,2009-06-30
1039502,Central and South America,40,2009-06-30
1039502,South Asia,11,2009-06-30
1039502,Europe,280,2009-06-30
1039502,East Asia,45,2009-06-30
1039502,Southeast Asia and Oceania,49,2009-06-30
1039502,Middle East,1,2009-06-30
1039502,Northern America,3805,2009-09-30
1039502,Africa,34,2009-09-30
1039502,Caribbean,76,2009-09-30
1039502,Central and South America,41,2009-09-30
1039502,South Asia,11,2009-09-30
1039502,Europe,276,2009-09-30
1039502,East Asia,43,2009-09-30
1039502,Southeast Asia and Oceania,47,2009-09-30
1039502,Middle East,1,2009-09-30
1039502,Northern America,3779,2009-12-31
1039502,Africa,33,2009-12-31
1039502,Caribbean,77,2009-12-31
1039502,Central and South America,45,2009-12-31
1039502,South Asia,12,2009-12-31
1039502,Europe,290,2009-12-31
1039502,Southeast Asia and Oceania,54,2009-12-31
1039502,East Asia,43,2009-12-31
1039502,Middle East,2,2009-12-31
1039502,Northern America,3711,2010-03-31
1039502,Africa,32,2010-03-31
1039502,South Asia,10,2010-03-31
1039502,Europe,286,2010-03-31
1039502,Caribbean,77,2010-03-31
1039502,Southeast Asia and Oceania,52,2010-03-31
1039502,East Asia,45,2010-03-31
1039502,Central and South America,40,2010-03-31
1039502,Middle East,2,2010-03-31
1039502,Northern America,3684,2010-06-30
1039502,Africa,32,2010-06-30
1039502,South Asia,10,2010-06-30
1039502,Europe,287,2010-06-30
1039502,Caribbean,75,2010-06-30
